epoch,train_loss,val_loss
1,0.2496081441640854,0.26157089571158093
1,0.28048455715179443,0.2796486247924791
2,0.08417113870382309,0.09842918883415236
3,0.06575371325016022,0.07752577089907034
4,0.052611880004405975,0.07232799365495642
5,0.08285097777843475,0.07100448627834735
6,0.040030598640441895,0.06827652577202821
7,0.045038364827632904,0.06511056200479684
8,0.09685560315847397,0.07004184698335071
